Unnamed: 0,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,target
227378,1118249,1355695,4000,4000,4000.0, 36 months,10.65,130.3,B,B2,,5 years,RENT,37000.0,Not Verified,Feb-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1118249,  Borrower added on 01/25/12 > Working hard to reduce debt owed and pay it off.  Thanks for investing in me.<br>,debt_consolidation,Debt Down!!!,392xx,MS,24.42,0.0,Sep-01,1.0,,,12.0,0.0,12019,91.1,24.0,f,0.0,0.0,4687.811683,4687.81,4000.0,687.81,0.0,0.0,0.0,Feb-15,141.23,,Feb-15,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0
403226,13478450,15530735,3200,3200,3200.0, 36 months,12.99,107.81,B,B5,Executive Assistant,7 years,MORTGAGE,42000.0,Source Verified,Apr-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=13478450,,credit_card,Credit card refinancing,301xx,GA,18.57,0.0,Oct-04,1.0,30.0,,12.0,0.0,5222,50.2,27.0,w,0.0,0.0,3301.53523,3301.54,3200.0,101.54,0.0,0.0,0.0,Jul-14,3085.92,,Jan-16,0.0,67.0,1,INDIVIDUAL,,,,0.0,0.0,138302.0,,,,,,,,,,,,11400.0,,,,0
366492,19167398,21370068,17000,17000,17000.0, 36 months,9.17,541.95,B,B1,Clinical Manufacturing Senior Associate,10+ years,RENT,98000.0,Not Verified,Jun-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=19167398,,credit_card,Credit card refinancing,930xx,CA,11.16,0.0,Sep-94,1.0,,,20.0,0.0,28495,48.9,52.0,f,0.0,0.0,18083.99,18083.99,17000.0,1083.99,0.0,0.0,0.0,Mar-15,13748.39,,Mar-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,46823.0,,,,,,,,,,,,58300.0,,,,0
7343,883917,1094563,3600,3600,3600.0, 60 months,16.77,89.03,D,D2,engineers outlet,10+ years,MORTGAGE,37000.0,Source Verified,Sep-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=883917,,debt_consolidation,Debt Consolidation,200xx,DC,13.23,0.0,Sep-01,2.0,,,5.0,0.0,6196,65.2,8.0,f,0.0,0.0,4670.14,4670.14,3600.0,1070.14,0.0,0.0,0.0,Nov-13,2547.4,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0
93203,7069812,8731828,24000,24000,24000.0, 36 months,6.03,730.46,A,A1,USAF,10+ years,OWN,125000.0,Verified,Sep-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7069812,"  Borrower added on 09/05/13 > Replaced 2 Air conditioners in my house for 15000 and owe about 10000 in credit card payments. Planning to pay off early, ~24 months.<br>",home_improvement,Home improvement,360xx,AL,19.57,0.0,Sep-93,1.0,,,10.0,0.0,10795,0.0,41.0,f,0.0,0.0,25403.53716,25403.54,24000.0,1403.54,0.0,0.0,0.0,Nov-14,15909.5,,Nov-14,0.0,,1,INDIVIDUAL,,,,0.0,0.0,777321.0,,,,,,,,,,,,68500.0,,,,0
376094,16902611,19025149,7000,7000,7000.0, 36 months,14.49,240.92,C,C4,Project Manager,7 years,RENT,65000.0,Not Verified,Jun-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=16902611,,debt_consolidation,Debt consolidation,731xx,OK,26.33,0.0,Aug-04,4.0,,30.0,14.0,1.0,5380,47.0,32.0,w,0.0,0.0,7809.14,7809.14,7000.0,809.14,0.0,0.0,0.0,Apr-15,5640.86,,Nov-15,0.0,27.0,1,INDIVIDUAL,,,,0.0,0.0,40585.0,,,,,,,,,,,,11400.0,,,,0
432736,12498517,14510626,14000,14000,14000.0, 36 months,11.99,464.94,B,B3,Police Officer,3 years,MORTGAGE,48000.0,Source Verified,Mar-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12498517,,credit_card,Credit card refinancing,566xx,MN,17.48,0.0,Jan-03,0.0,,73.0,13.0,3.0,12346,95.0,24.0,w,0.0,0.0,15690.25,15690.25,14000.0,1690.25,0.0,0.0,0.0,May-15,9646.03,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,168191.0,,,,,,,,,,,,13000.0,,,,0
200694,1500787,1761761,11100,11100,11100.0, 36 months,13.11,374.6,B,B4,Piini Reality,10+ years,RENT,33336.0,Not Verified,Sep-12,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1500787,,debt_consolidation,credit card payoff,939xx,CA,21.71,0.0,Aug-98,0.0,,,8.0,0.0,19388,56.0,22.0,f,0.0,0.0,6933.68,6933.68,4302.01,1682.4,0.0,949.27,9.492700002,Feb-14,369.69,,Jun-14,0.0,,1,INDIVIDUAL,,,,0.0,0.0,19388.0,,,,,,,,,,,,34600.0,,,,1
200501,1502991,1764294,7500,7500,7500.0, 36 months,13.11,253.11,B,B4,National Park Service,2 years,RENT,50000.0,Source Verified,Sep-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1502991,"  Borrower added on 08/25/12 > My loan is to pay off my REI visa credit card and to have scheduled payments so I get the card paid off ASAP!<br><br>  Borrower added on 09/03/12 > I had major dental surgery in early May, and had to pay upfront, so I used my credit card for numerous purchases.... want to get it paid off ASAP.<br>",credit_card,The Loan,821xx,WY,15.46,0.0,Nov-94,1.0,53.0,,5.0,0.0,9248,54.7,13.0,f,0.0,0.0,8573.87,8573.87,7500.0,1073.87,0.0,0.0,0.0,Jan-14,4781.65,,Apr-14,0.0,,1,INDIVIDUAL,,,,0.0,0.0,26503.0,,,,,,,,,,,,16900.0,,,,0
70446,8565988,10318070,12000,12000,12000.0, 36 months,13.67,408.22,B,B5,Branch Manager,9 years,MORTGAGE,72000.0,Verified,Oct-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8565988,,debt_consolidation,CC Consolidation,604xx,IL,9.72,0.0,Jul-02,1.0,81.0,67.0,11.0,1.0,10283,57.8,29.0,f,0.0,0.0,13004.8552,13004.86,12000.0,1004.86,0.0,0.0,0.0,Jul-14,10147.74,,Jan-16,0.0,81.0,1,INDIVIDUAL,,,,0.0,0.0,121998.0,,,,,,,,,,,,17800.0,,,,0
209525,1390428,1637217,4500,4500,4500.0, 36 months,17.27,161.05,C,C5,Bank of Little Rock,2 years,RENT,15000.0,Source Verified,Jul-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1390428,  Borrower added on 07/02/12 > To roll all my credit card debt into one monthly payment<br>,debt_consolidation,Consolidation,722xx,AR,17.85,0.0,Nov-98,1.0,28.0,,23.0,0.0,6598,41.8,34.0,f,0.0,0.0,5444.753039,5444.75,4500.0,944.75,0.0,0.0,0.0,Apr-14,702.79,,Apr-14,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0
418417,13108159,15130321,10225,10225,10225.0, 36 months,16.59,362.47,D,D1,territory manager,< 1 year,MORTGAGE,50000.0,Source Verified,Apr-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=13108159,,debt_consolidation,Debt consolidation,975xx,OR,28.32,0.0,Feb-02,0.0,,,13.0,0.0,24074,68.0,20.0,w,0.0,0.0,11267.8856,11267.89,10225.0,1042.89,0.0,0.0,0.0,Dec-14,8730.6,,Sep-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,242362.0,,,,,,,,,,,,35400.0,,,,0
74861,8116220,9858292,15000,15000,15000.0, 60 months,17.76,378.95,D,D1,Community Planning Representative,10+ years,MORTGAGE,90482.0,Verified,Oct-13,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8116220,,debt_consolidation,Debt Free,604xx,IL,17.84,0.0,Jun-00,0.0,38.0,40.0,13.0,1.0,12957,44.8,27.0,f,0.0,0.0,6062.84,6062.84,2810.0,3252.84,0.0,0.0,0.0,Feb-15,378.95,,Jan-16,0.0,38.0,1,INDIVIDUAL,,,,0.0,0.0,257899.0,,,,,,,,,,,,28900.0,,,,1
410668,14377918,16440311,17100,17100,17100.0, 36 months,12.99,576.09,B,B5,Business Analyst,3 years,MORTGAGE,62000.0,Source Verified,Apr-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=14377918,,home_improvement,Home improvement,762xx,TX,8.94,2.0,Feb-02,0.0,20.0,,8.0,0.0,3102,19.4,26.0,f,0.0,0.0,19200.72,19200.72,17100.0,2100.72,0.0,0.0,0.0,May-15,12287.64,,Jan-16,0.0,21.0,1,INDIVIDUAL,,,,0.0,0.0,176162.0,,,,,,,,,,,,16000.0,,,,0
268428,32279870,34893180,4200,4200,4200.0, 36 months,16.29,148.27,D,D2,Assembler,10+ years,RENT,32000.0,Not Verified,Oct-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=32279870,,moving,Moving and relocation,434xx,OH,22.43,0.0,Oct-03,1.0,,,4.0,0.0,5615,44.9,19.0,f,0.0,0.0,4521.02,4521.02,4200.0,321.02,0.0,0.0,0.0,Apr-15,3783.47,,Apr-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,20742.0,,,,,,,,,,,,12500.0,,,,0
79297,7666154,9348235,9150,9150,9150.0, 36 months,10.99,299.52,B,B2,Assistant Cheif Engineering,2 years,MORTGAGE,35000.0,Verified,Oct-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7666154,,debt_consolidation,Debt Consolidation,301xx,GA,24.51,0.0,Jun-00,1.0,77.0,,10.0,0.0,14903,54.0,31.0,f,0.0,0.0,9959.339089,9959.34,9150.0,809.34,0.0,0.0,0.0,Oct-14,6966.86,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,232.0,120781.0,,,,,,,,,,,,27600.0,,,,0
15108,755141,954931,6000,6000,6000.0, 36 months,5.99,182.51,A,A2,fox tv studios,3 years,MORTGAGE,80000.0,Verified,May-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=755141,,debt_consolidation,Debt Consolidation 2011,907xx,CA,13.37,0.0,Apr-85,0.0,,,20.0,0.0,13244,31.4,32.0,f,0.0,0.0,6435.27,6435.27,6000.0,435.27,0.0,0.0,0.0,Jan-13,3151.43,,Feb-13,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0
338574,22372455,24705283,15000,15000,15000.0, 36 months,14.49,516.25,C,C4,Field Mechanic ,10+ years,RENT,85000.0,Verified,Jul-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=22372455,,credit_card,Credit card refinancing,087xx,NJ,18.81,1.0,Aug-92,4.0,2.0,,10.0,0.0,7059,76.7,25.0,w,0.0,0.0,17475.75,17475.75,15000.0,2475.75,0.0,0.0,0.0,Nov-15,9732.0,,Dec-15,0.0,2.0,1,INDIVIDUAL,,,,1.0,0.0,41958.0,,,,,,,,,,,,9200.0,,,,0
